epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec
1,0.5959036748585878,0.7766944444444445,0.3671064638296763,0.8731666666666666,0.8724173852205818,0.001,11.94212109375
2,0.34122622401626024,0.8835,0.3014328921635946,0.8984166666666666,0.8980723529039583,0.001,11.4214541015625
3,0.2684345258695108,0.9092314814814815,0.26637961371739705,0.9078333333333334,0.9076870876191601,0.001,11.3778603515625
4,0.22872748564790796,0.9233055555555556,0.24790103606383007,0.9175,0.917512581656311,0.001,11.47062890625
5,0.20532688370015886,0.9294444444444444,0.24116081003348033,0.9185,0.918486092537947,0.001,11.3178349609375
6,0.18706763354937236,0.9362037037037036,0.2339001775185267,0.92275,0.9225468426787904,0.001,11.531296875
