id,model,setting,train_acc,history_train_acc,val_acc,test_acc,train_val_gap,final_loss,elapsed_seconds
A2-AB-FC-001,fully_connected,"kind=solver, model=fully_connected, learning_rate=0.001, reg=0.1, hidden_dims=[100, 100], batch_size=100, epochs=10, update_rule=adam, normalization=None, dropout_keep_ratio=1.0, weight_scale=0.05",0.4428979591836735,0.4413469387755102,0.442,0.4394,0.000897959183673469,1.7684231996536255,83.00714230537415
A2-AB-FC-002,fully_connected,"kind=solver, model=fully_connected, learning_rate=0.001, reg=0.1, hidden_dims=[100, 100], batch_size=100, epochs=10, update_rule=adam, normalization=batchnorm, dropout_keep_ratio=1.0, weight_scale=0.05",0.41381632653061223,0.4383061224489796,0.443,0.4118,-0.029183673469387772,1.797930359840393,84.04638934135437
A2-AB-FC-003,fully_connected,"kind=solver, model=fully_connected, learning_rate=0.001, reg=0.1, hidden_dims=[100, 100], batch_size=100, epochs=10, update_rule=adam, normalization=layernorm, dropout_keep_ratio=1.0, weight_scale=0.05",0.42118367346938773,0.41881632653061224,0.438,0.4144,-0.01681632653061227,1.8299596309661865,91.30412721633911
A2-AB-FC-004,fully_connected,"kind=solver, model=fully_connected, learning_rate=0.001, reg=0.1, hidden_dims=[100, 100], batch_size=100, epochs=10, update_rule=adam, normalization=None, dropout_keep_ratio=0.8, weight_scale=0.05",0.2582857142857143,0.2527755102040816,0.287,0.2577,-0.028714285714285692,0.05123634425251146,146.93792700767517
A2-AB-FC-005,fully_connected,"kind=solver, model=fully_connected, learning_rate=0.001, reg=0.1, hidden_dims=[100, 100], batch_size=100, epochs=10, update_rule=adam, normalization=batchnorm, dropout_keep_ratio=0.8, weight_scale=0.05",0.17261224489795918,0.2365918367346939,0.27,0.1728,-0.09738775510204084,0.2224937725528402,150.5906217098236
