epoch,optimization_loss,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_seconds
1,2.1826614524503345,1.9297247169591396,0.5218774860779634,1.9352785910280674,0.5204460966542751,0.011708800011547282
2,1.790646939087265,1.5650166174357893,0.7772474144789181,1.578168727809357,0.7434944237918215,0.012315999993006699
3,1.4405575761900313,1.2079153457048777,0.863961813842482,1.2305549445768886,0.8178438661710037,0.011767799995141104
4,1.1149618089863402,0.9115166513465094,0.8933969769291965,0.9432752148679828,0.8475836431226765,0.013294800010044128
5,0.8922213066295064,0.7034477165698467,0.9116945107398569,0.7414590571315051,0.8698884758364313,0.011571399998501875
6,0.7029267089929281,0.5605767794706188,0.9323786793953859,0.6047193628407598,0.8810408921933085,0.011031100002583116
7,0.5871845359764027,0.46339754999816984,0.9291964996022275,0.5091269043879293,0.8847583643122676,0.012438199992175214
8,0.5012476828994354,0.3938773673243379,0.939538583929992,0.4414681987939337,0.9107806691449815,0.013114300003508106
9,0.42913351382483583,0.34214541955521516,0.9427207637231504,0.393740715638627,0.9070631970260223,0.013419299997622147
10,0.3883596282648056,0.3019695182569787,0.9451073985680191,0.35300708423403626,0.9144981412639405,0.013321599995833822
11,0.35127013542658786,0.26972214623602553,0.9498806682577565,0.3199115873858093,0.929368029739777,0.0125114999973448
12,0.319387546600645,0.2446404269187235,0.954653937947494,0.2989640913841544,0.929368029739777,0.01175949999014847
13,0.2884121095654072,0.2231370372348084,0.9578361177406524,0.2761800283435553,0.9405204460966543,0.014131099989754148
14,0.2688870038671835,0.20429239716006867,0.9634049323786794,0.2573926451897026,0.9405204460966543,0.014177799996105023
15,0.24952345525009986,0.18886642806598222,0.964200477326969,0.2444972514033896,0.9330855018587361,0.014085900009376928
16,0.24435781738516327,0.17513867331897534,0.9681782020684169,0.22861541770411728,0.9479553903345725,0.013630600005853921
17,0.22303445019647783,0.16486341531391324,0.9681782020684169,0.22213338536631258,0.9479553903345725,0.015037000004667789
18,0.21455927483225892,0.15446010454599815,0.9737470167064439,0.20825517509800448,0.9516728624535316,0.012659100000746548
19,0.20656189038544312,0.14582115255017417,0.9721559268098647,0.20427682255294877,0.9516728624535316,0.013856400008080527
20,0.19448585300771337,0.13736892180020221,0.9769291964996022,0.19487539066025228,0.9591078066914498,0.01416409999364987
21,0.18862971546360316,0.13100783126733984,0.9785202863961814,0.18663355040627067,0.9553903345724907,0.01312839999445714
22,0.17941064279064556,0.1244045942837339,0.9785202863961814,0.1812120686820776,0.9591078066914498,0.014953400008380413
23,0.16957898646797034,0.11799824741955404,0.9777247414478918,0.1733136858251278,0.9628252788104089,0.01435910000873264
24,0.16611089454601632,0.11223053301438041,0.9817024661893397,0.16915196960801726,0.9553903345724907,0.012186799998744391
25,0.16647944084415367,0.10737177865860702,0.9824980111376292,0.16325353604856885,0.9591078066914498,0.013504399990779348
26,0.15251336811100613,0.10313276526365751,0.9824980111376292,0.1633595931060497,0.9628252788104089,0.013502499990863726
27,0.1527064122857258,0.09856275504140849,0.9817024661893397,0.15700421235849382,0.9628252788104089,0.013229000003775582
28,0.13844190428891834,0.09433867399407252,0.9840891010342084,0.15465095392509662,0.966542750929368,0.014178400000673719
29,0.1421523670181546,0.09070806745399707,0.9840891010342084,0.1479933812500121,0.9702602230483272,0.014108100003795698
30,0.1309854717393718,0.08665424624411136,0.9864757358790772,0.14675922446779505,0.9702602230483272,0.013254200006485917
31,0.12851793821533913,0.0833956417789487,0.984884645982498,0.14360544258327232,0.966542750929368,0.013701400006539188
32,0.12256624202357427,0.08063405678397129,0.9880668257756563,0.14113222980367518,0.9702602230483272,0.012491100002080202
33,0.12962692056288821,0.07764724343012837,0.9864757358790772,0.13956010260282625,0.9739776951672863,0.014281499999924563
34,0.12652899281796212,0.07484152366467343,0.9864757358790772,0.13682833950654996,0.9739776951672863,0.014606900003855117
35,0.11685265376705575,0.07148582337728963,0.9880668257756563,0.13381405289102835,0.9739776951672863,0.013029499998083338
36,0.1124663474802234,0.06978704642588732,0.9896579156722355,0.13190949826047219,0.9702602230483272,0.013246500006061979
37,0.11331401484213127,0.06692660529079147,0.9904534606205251,0.12853645666033142,0.966542750929368,0.01228609999816399
38,0.11116537089104389,0.06455391667991985,0.9912490055688147,0.12740307747130963,0.9776951672862454,0.014772499998798594
39,0.10219239244851136,0.061914604120784464,0.9912490055688147,0.12517035610695557,0.9739776951672863,0.01410409998788964
40,0.10051405437520075,0.059765150884917684,0.9928400954653938,0.12080338145835334,0.9851301115241635,0.013340000004973263
