epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec
1,0.8167322646776836,0.6717962962962963,0.44320221296946205,0.8524166666666667,0.8515615744703855,0.001,9.9720361328125
2,0.4400830476284027,0.8516111111111111,0.3403681949774424,0.8896666666666667,0.8892522184288438,0.001,8.794462890625
3,0.3462254219673298,0.8859814814814815,0.2947567223707835,0.9005,0.9000711256107322,0.001,9.4407783203125
4,0.30387784595842715,0.8998888888888888,0.27444533562660217,0.9085,0.9082276852183347,0.001,8.8902275390625
5,0.2758473958704207,0.9091111111111111,0.2616448766390483,0.9108333333333334,0.910548266271202,0.001,9.028103515625
6,0.2571009731690089,0.9154629629629629,0.2505676600138346,0.91725,0.9170882720479243,0.001,8.94102734375
