run_id,model,batchnorm,dropout_keep_ratio,learning_rate,best_epoch,train_accuracy_at_selection,best_validation_accuracy,validation_loss_at_selection,test_accuracy,test_loss,selected_by_validation,runtime_seconds,parameter_count
lr_0p0005,mlp,False,1.0,0.0005,34,0.9753381066030231,0.9628252788104089,0.2052850662928388,,,False,0.5729891000082716,9610
lr_0p001,mlp,False,1.0,0.001,40,0.9960222752585521,0.9814126394052045,0.1165859120130208,,,False,0.5874264000012772,9610
lr_0p003,mlp,False,1.0,0.003,26,0.9992044550517104,0.9851301115241635,0.09359731425450213,0.981549815498155,0.07171587416775921,True,0.6324797999986913,9610
