epoch,optimization_loss,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_seconds
1,1.6555261197550428,1.457010945447286,0.48175555555555555,1.4711488424301147,0.472,92.77256529999431
2,1.433325533463392,1.3559249712838066,0.5120666666666667,1.3972046003341674,0.4916,98.31436040000699
3,1.3221293425612979,1.2233802916632759,0.5737333333333333,1.2818604225158692,0.5592,108.3831508000003
4,1.2458883380528953,1.1660750691307915,0.5920888888888889,1.2444607345581056,0.5712,110.71269780000148
5,1.1913568308532239,1.1137431440565322,0.6108888888888889,1.2101963577270507,0.5786,117.02602450000995
6,1.1508844574977954,1.089038809352451,0.6231111111111111,1.2019050086975098,0.5868,121.97567309999431
7,1.1148980206234587,1.12288097337087,0.6094444444444445,1.2641665742874146,0.5654,126.60810830000264
8,1.0884201672494411,1.0271863648520576,0.6457333333333334,1.1807908170700072,0.5948,133.0783131000062
9,1.0602777771572272,1.00395884636773,0.6491555555555556,1.1808340404510498,0.5926,136.5098685999983
10,1.0377648040731748,0.9660812861124675,0.6655111111111112,1.1502744100570679,0.6014,141.9791033000074
11,1.0149674395051267,0.9137172472635905,0.6824666666666667,1.1273842695236207,0.6072,146.7953806000005
12,0.9958838013549646,0.9419645808431837,0.6669111111111111,1.155226573944092,0.5952,151.782157499998
13,0.97808746644987,0.8951299377229479,0.6855555555555556,1.134119082069397,0.6032,166.6581540000043
14,0.9599150693310632,0.8665760265668233,0.6952222222222222,1.1214662342071533,0.6076,160.60400430001027
15,0.9422871861537297,0.8599963154262966,0.6987555555555556,1.130426683807373,0.6192,162.11105589999352
16,0.9263091171251403,0.8604876525666979,0.6952888888888888,1.1466536125183104,0.6102,165.92763469999772
17,0.9162486690792773,0.8141618757989671,0.7145777777777778,1.1211530416488646,0.6124,165.96662760000618
18,0.8996587243086762,0.7917314235263401,0.7226888888888889,1.1269956748962402,0.6166,165.45612319999782
19,0.8819473267495632,0.770196095720927,0.733,1.1211510272979737,0.6178,165.12283110000135
20,0.8751377450539006,0.7840349275588989,0.7226444444444444,1.1512073698043823,0.6074,155.984881700002
21,0.8628941523002254,0.738446307987637,0.7430666666666667,1.1314617050170899,0.6116,115.04982780000137
22,0.8516291441188918,0.7424196746084425,0.7402888888888889,1.130620764541626,0.625,116.04247960000066
23,0.842201784735918,0.7294377233505249,0.7458,1.1500548244476319,0.6164,152.26247679999506
24,0.8317155059576035,0.6934205339855618,0.7593333333333333,1.141082266998291,0.6182,162.6250616000034
25,0.8185302413556311,0.7220758287641738,0.7460888888888889,1.1808834600448608,0.6112,162.71735240001
26,0.813755559457673,0.6866675410906474,0.7571555555555556,1.159697670173645,0.6176,162.06145790001028
27,0.7994607620384958,0.6894683077494304,0.7593111111111112,1.178875082206726,0.6128,162.91336759999103
28,0.7899100689477391,0.6734180608219571,0.7631777777777777,1.2083745664596557,0.6078,163.35583260000567
29,0.7875598283900155,0.6699432466930814,0.7667111111111111,1.210432055091858,0.6106,161.708089199994
30,0.778147881854905,0.7211154554790921,0.7456666666666667,1.2615381547927857,0.5992,158.79621220000263
31,0.7669604377388954,0.6743447008874681,0.7625111111111111,1.2319452924728393,0.5994,128.62358559999848
32,0.7573092627737257,0.6787068413522508,0.7562222222222222,1.2597579528808593,0.6008,117.13239509999403
33,0.756359891629219,0.6075460876146952,0.7878,1.210861608314514,0.6136,154.86093709999113
34,0.7437763915154669,0.6069118131319682,0.7885333333333333,1.2282274312973023,0.6098,177.54569900000934
35,0.7379531563348241,0.6275993307219612,0.7789555555555555,1.2508590845108032,0.6054,174.82394919999933
36,0.7347467739224434,0.6578986483573913,0.7667333333333334,1.3114387100219727,0.5956,176.5438570999977
37,0.7236625299572944,0.5871211255497403,0.7967333333333333,1.2507476762771605,0.606,174.55906210000103
38,0.7201922133286794,0.5718976072947184,0.7995111111111111,1.2689910806655884,0.6042,174.17241660000582
39,0.7125768082605468,0.6048187233289083,0.7852888888888889,1.3211482507705687,0.5966,175.0351621999871
40,0.7040996303598086,0.5535274051136441,0.8063111111111111,1.2924124382019042,0.6076,175.02989959999104
