epoch,optimization_loss,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_seconds
1,1.9737826069206608,1.5748804314521807,0.6587112171837709,1.5750254305254976,0.6394052044609665,0.017752200001268648
2,1.162998240914027,0.8849306852802741,0.8663484486873508,0.9071958820512107,0.8475836431226765,0.01852129999315366
3,0.7588998037494452,0.5833226704580182,0.9124900556881463,0.614184138879568,0.8921933085501859,0.018329699989408255
4,0.5514999954647093,0.4291110745341375,0.9347653142402546,0.46836499734371473,0.9219330855018587,0.018091499994625337
5,0.4252659620962577,0.335004537484358,0.9506762132060461,0.3729606261241471,0.9405204460966543,0.018343799994909205
6,0.34314065957292367,0.27392067578725254,0.9618138424821002,0.3146186006475657,0.9442379182156134,0.01968219999980647
7,0.2949523060628921,0.22914508825058713,0.9649960222752586,0.2742345942987515,0.9479553903345725,0.01831119999405928
8,0.2431142904359218,0.19658354344767026,0.9681782020684169,0.24472345312539748,0.9553903345724907,0.018993099991348572
9,0.2165823501298995,0.16905661512095604,0.9721559268098647,0.2199577649033094,0.9591078066914498,0.017169800004921854
10,0.18910497145300936,0.14835410123869539,0.9777247414478918,0.2037299617045757,0.966542750929368,0.0179844999947818
11,0.16656991955055633,0.13144705501968348,0.9777247414478918,0.1864822726313292,0.966542750929368,0.017572199998539872
12,0.15226553698854114,0.1158775556143438,0.9824980111376292,0.17547822558609646,0.9702602230483272,0.016939799999818206
13,0.14707157178016536,0.10471035588940965,0.9824980111376292,0.1668613465583012,0.9739776951672863,0.017731100000673905
14,0.12647406682578738,0.09367025738517791,0.9888623707239459,0.1552322675222638,0.9739776951672863,0.01745719999598805
15,0.1184584550649103,0.08544204446215581,0.9888623707239459,0.1489607797316827,0.9739776951672863,0.01699569998891093
16,0.10499911099602652,0.076981020784382,0.9912490055688147,0.14108077507187752,0.9739776951672863,0.0192036999942502
17,0.10417813369152808,0.06923244938634679,0.994431185361973,0.13509570050020897,0.9739776951672863,0.01827210000192281
18,0.09661534671426175,0.06336778348103568,0.9960222752585521,0.13040290462263393,0.9739776951672863,0.017689500004053116
19,0.08523468328129763,0.05797669761000961,0.9960222752585521,0.1287507474891612,0.9739776951672863,0.017259000000194646
20,0.08082185077083905,0.053395174083683695,0.9984089101034208,0.12124165908650188,0.9776951672862454,0.017033800002536736
21,0.07906114114226337,0.04867505784351082,0.9984089101034208,0.11701045884160696,0.9776951672862454,0.017830500000854954
22,0.0668143557019679,0.04514813155188483,0.9984089101034208,0.1146571771323563,0.9739776951672863,0.017753599997377023
23,0.06609446989591211,0.04175769233406755,0.9984089101034208,0.11071316193698519,0.9739776951672863,0.01766430000134278
24,0.0649865415633923,0.03862308251095354,0.9992044550517104,0.11200577386845693,0.9739776951672863,0.01720220000424888
25,0.0610122428733532,0.03538131237694111,0.9992044550517104,0.10725429436699886,0.9776951672862454,0.01794289999816101
26,0.057125347533228225,0.03339400679300647,0.9992044550517104,0.10320668859831596,0.9739776951672863,0.018270000000484288
27,0.05466015111937571,0.03056908387702069,1.0,0.10135153101070828,0.9739776951672863,0.017523100003018044
28,0.050171568065610794,0.02888357562336407,1.0,0.10009579179671504,0.9776951672862454,0.01719240000238642
29,0.04584791513767816,0.027003000494645706,0.9992044550517104,0.10107695080059712,0.9776951672862454,0.016743700005463324
30,0.04651338351847418,0.0252333173914617,1.0,0.09778138455341873,0.9776951672862454,0.017667899999651127
31,0.0430137299634023,0.02346195656145922,1.0,0.09540380740451732,0.9776951672862454,0.016434599994681776
32,0.04723727157051918,0.022089194291636315,1.0,0.09520846887944531,0.9776951672862454,0.018328999998630024
33,0.0420013401115139,0.020903518764227132,1.0,0.09746166862753138,0.9739776951672863,0.017830099997809157
34,0.039650017638479126,0.01913129513864627,1.0,0.09160823122927683,0.9776951672862454,0.01692489998822566
35,0.037921191838124195,0.018315307545129247,1.0,0.0901491840884712,0.9776951672862454,0.01667569999699481
36,0.037061601970314426,0.017138060796800993,1.0,0.08929664821454607,0.9776951672862454,0.01751019999210257
37,0.033121079666189955,0.01621056486167085,1.0,0.08686403034159969,0.9814126394052045,0.020856199989793822
38,0.034587838075208176,0.015407878734383732,1.0,0.08641618963725456,0.9776951672862454,0.02000729998690076
39,0.03154902415402681,0.014420495714304841,1.0,0.08562910434955816,0.9776951672862454,0.01836139999795705
40,0.032964400352714786,0.013663458436733424,1.0,0.08443709035109238,0.9814126394052045,0.017047000001184642
