run_id,model,batchnorm,dropout_keep_ratio,learning_rate,best_epoch,train_accuracy_at_selection,best_validation_accuracy,validation_loss_at_selection,test_accuracy,test_loss,selected_by_validation,runtime_seconds,parameter_count
baseline_mlp,mlp,False,1.0,0.001,40,0.9960222752585521,0.9814126394052045,0.1165859120130208,0.981549815498155,0.09290256468860271,True,0.6084941000008257,9610
