run_id,model,batchnorm,dropout_keep_ratio,learning_rate,best_epoch,train_accuracy_at_selection,best_validation_accuracy,validation_loss_at_selection,test_accuracy,test_loss,selected_by_validation,runtime_seconds,parameter_count
baseline_mlp,mlp,False,1.0,0.001,25,0.48804444444444445,0.4648,1.5627665311813355,0.4627,1.5571605995178224,True,3883.985967600005,394634
