epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec
1,0.5542285468754945,0.7932592592592592,0.33653855617841083,0.8834166666666666,0.882781607700701,0.001,10.7014091796875
2,0.29296960259366917,0.8985092592592593,0.27146802020072935,0.9089166666666667,0.9086358912165553,0.001,10.5459580078125
3,0.21830513701173995,0.9241574074074074,0.2748876742521922,0.911,0.9109744272274937,0.001,10.629125
4,0.16488981019126045,0.9432314814814815,0.2702238749663035,0.9140833333333334,0.914152856208484,0.001,10.6342802734375
5,0.12708042839500638,0.9553796296296296,0.2900990429719289,0.9101666666666667,0.9103421459696389,0.001,10.730966796875
6,0.09570007169246673,0.9667129629629629,0.312485209385554,0.9120833333333334,0.9120560859851224,0.001,10.8170107421875
7,0.0727463816580949,0.9748240740740741,0.34871810452143354,0.9086666666666666,0.9088875628759965,0.001,10.717087890625
8,0.056787966164173906,0.9803796296296297,0.37722922579447427,0.9089166666666667,0.9088098022593621,0.001,10.89346875
9,0.04802436306299987,0.9838425925925925,0.40675049646695455,0.9119166666666667,0.9119994863402623,0.001,10.86711328125
